overmind -2136.000000 144.000000 -880.875000 0.000000 283.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod -1840.000000 176.000000 -688.875000 0.000000 279.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 408.000000 760.000000 -383.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 320.000000 728.000000 -372.575012 0.000000 5.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor 256.000000 1024.000000 -379.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 272.000000 864.000000 -379.875000 0.000000 225.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 264.000000 1168.000000 -379.875000 0.000000 495.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 512.000000 1312.000000 -363.875000 0.000000 360.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 512.000000 736.000000 -363.875000 0.000000 360.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod -2168.000000 168.000000 -688.875000 0.000000 275.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -1584.000000 472.000000 -880.875000 0.000000 86.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade -2192.000000 304.000000 -880.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade -1504.000000 544.000000 -880.875000 0.000000 235.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -2256.000000 216.000000 -880.875000 0.000000 86.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
