eggpod 1168.000000 368.000000 -240.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor 240.000000 1744.000000 260.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 48.000000 1736.000000 267.424988 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 72.000000 1832.000000 256.125000 0.000000 -90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind 1338.000000 412.000000 -240.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 1216.000000 592.000000 -240.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 1528.000000 904.000000 -240.875000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 240.000000 1528.000000 260.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 64.000000 1512.000000 276.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 184.000000 1432.000000 276.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 96.000000 2032.000000 276.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 280.000000 2144.000000 276.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 180.000000 0.000000
acid_tube 1490.000000 976.000000 -240.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 1480.000000 552.000000 -240.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 64.000000 1928.000000 260.125000 0.000000 180.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
