overmind 55.216934 -219.531326 -144.875000 0.000000 175.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 96.209717 -396.430511 -144.875000 0.000000 -152.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
reactor 1913.191284 -3650.918213 -267.875000 0.000000 16.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
drill 1943.989502 -3715.713379 -256.875000 0.000000 47.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 1929.660156 -3768.177734 -260.575012 0.000000 12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 1862.659546 -3733.241211 -271.875000 0.000000 60.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 51.845638 -153.315277 -139.875000 0.000000 176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 361.335480 854.742676 -139.875000 0.000000 109.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 99.246719 -142.274536 -144.875000 0.000000 160.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1847.998901 -3538.876221 -267.875000 0.000000 97.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1846.856445 -3448.039795 -267.875000 0.000000 -104.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1677.055176 -3479.642090 -267.875000 0.000000 -139.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1755.273071 -3087.699951 -251.875000 0.000000 -140.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1770.949219 -3139.347900 -251.875000 0.000000 171.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1741.133789 -3209.801270 -251.875000 0.000000 132.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 135.575073 -136.761719 -144.875000 0.000000 128.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 125.938141 -264.511230 -144.875000 0.000000 -139.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 126.080627 -194.875854 -144.875000 0.000000 158.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod -854.911438 -2542.131836 -178.875000 0.000000 177.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -824.511719 -2871.563477 -266.134491 0.000000 -170.000000 0.000000 0.236006 -0.701781 0.672164 0.000000 0.000000 0.000000
eggpod -770.832275 -1084.475342 -648.875000 0.000000 144.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade 217.258148 -272.833588 -144.875000 0.000000 155.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1613.446045 -3580.491699 -251.875000 0.000000 -152.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1656.684570 -3638.206787 -251.875000 0.000000 -153.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1671.869507 -3715.741699 -251.875000 0.000000 -176.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1642.277100 -3814.542236 -251.875000 0.000000 -148.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1853.689331 -3822.178955 -267.875000 0.000000 -28.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 22.681488 -422.446930 79.125000 0.000000 -145.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod -97.254822 539.488159 -144.875000 0.000000 138.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 571.578186 -50.945198 -92.315521 0.000000 -99.000000 0.000000 0.000000 0.913812 0.406138 0.000000 0.000000 0.000000
eggpod 776.133911 422.545563 -144.875000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 729.783020 116.507706 -144.875000 0.000000 -91.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 635.317627 210.832993 -144.875000 0.000000 -140.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 736.273438 -403.366516 -80.875000 0.000000 -101.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 759.523743 -325.958313 -144.875000 0.000000 -92.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 610.296143 -59.095329 -144.875000 0.000000 -98.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 558.146973 -38.579620 -144.875000 0.000000 -132.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 117.808525 -55.746593 -144.875000 0.000000 -93.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 114.674820 -18.404499 -144.875000 0.000000 -48.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 1.953308 452.515503 -144.875000 0.000000 -173.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube -233.938644 906.123291 43.530338 0.000000 95.000000 0.000000 0.000000 -0.524097 0.851658 0.000000 0.000000 0.000000
acid_tube -346.890076 659.252991 7.125000 0.000000 -59.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech -237.457794 954.500854 78.301125 0.000000 57.000000 0.000000 0.000000 -0.524097 0.851658 0.000000 0.000000 0.000000
eggpod -288.136078 956.373657 71.376724 0.000000 94.000000 0.000000 0.000000 -0.524097 0.851658 0.000000 0.000000 0.000000
acid_tube -62.498047 407.772980 79.125000 0.000000 -12.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
leech 809.592041 -325.713623 -139.875000 0.000000 -87.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 671.329834 220.660294 79.125000 0.000000 -138.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 680.861206 182.241425 79.125000 0.000000 -111.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 81.151093 -423.654907 79.125000 0.000000 -128.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
