reactor 1356.547485 -1012.853760 836.125000 0.000000 -4.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
overmind 687.163208 -3580.839844 143.125000 0.000000 -177.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 754.841736 -3255.125000 153.580215 0.000000 54.000000 92.000000 0.000000 -1.000000 0.000000 0.000000 0.000000 0.000000
leech 671.483887 -3279.979980 148.125000 0.000000 171.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 750.645142 -3510.339600 143.125000 0.000000 156.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1202.031616 -928.162903 836.125000 0.000000 99.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
arm 1371.473877 -836.195862 843.424988 0.000000 -17.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
medistat 1298.087891 -839.393738 832.125000 0.000000 -3.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1441.696899 -610.588989 852.125000 0.000000 -8.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
acid_tube 764.143616 -3732.469971 143.125000 0.000000 -96.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1450.806519 -800.292480 852.125000 0.000000 -18.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade 855.231201 -3431.158447 143.125000 0.000000 -162.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1044.957275 -624.348511 852.125000 0.000000 170.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
mgturret 1155.177124 -540.308228 852.125000 0.000000 165.000000 0.000000 0.000000 -0.000000 0.999996 0.000000 0.000000 0.000000
barricade 839.484985 -3627.806152 143.125000 0.000000 154.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
barricade 982.947754 -3550.752441 143.125000 0.000000 172.000000 0.000000 0.000000 0.000000 0.999997 0.000000 0.000000 0.000000
acid_tube 963.199524 -3494.339111 143.125000 0.000000 3.000000 0.000000 0.000000 0.000000 0.999997 0.000000 0.000000 0.000000
acid_tube 896.876770 -3715.911377 143.125000 0.000000 136.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
eggpod 961.049866 -3110.384277 143.125000 0.000000 -166.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
telenode 1282.029785 -584.023804 836.125000 0.000000 90.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000 0.000000
